listingId,price,bathRoom,sameDayUpdate,age,housingComplex,authorizedRealtor,furnished,onlineVisit,hasBranded,hasUpdateBooster,attr_ADSL,attr_Balkon,attr_Çelik Kapı,attr_Isıcam,attr_Kablo TV-Uydu,attr_Mutfak Doğalgazı,attr_Panel Kapı,attr_Parke,attr_Seramik Zemin,attr_Otopark - Açık,attr_PVC Doğrama,attr_Cadde Üzerinde,attr_Caddeye yakın,attr_E-5'e yakın,attr_Manzara - Şehir,attr_Merkezde,attr_Minibüs / Dolmuşa yakın,attr_Otobana yakın,attr_Toplu Ulaşıma yakın,attr_Ankastre Mutfak,attr_Duşakabin,attr_Laminant Mutfak,attr_Denize yakın,attr_Açık Yüzme Havuzu,attr_Ebeveyn Banyolu,attr_Kartonpiyer,attr_Spot Işık,attr_Bahçeli,attr_Isı Yalıtım,attr_Manzara - Doğa,attr_Ahşap Doğrama,attr_Barbekü,attr_Teras,total_features,insaat_var_mi,floor_count,net,gross,kuzey,güney,doğu,batı,rental_amount,total_room_count,avg_area_per_room,clicked,SimplifiedSubcategory_diger,SimplifiedSubcategory_mustakil-ev,SimplifiedSubcategory_villa,district_name_Yalı,district_name_nadir mahalle,district_name_sıradan mahalle,district_name_sıradan üstü mahalle,district_name_çok nadir mahalle,district_name_çok çok nadir mahalle,district_name_çok çok çok nadir mahalle,county_name_Akyazı,county_name_Arifiye,county_name_Diğer,county_name_Erenler,county_name_Geyve,county_name_Hendek,county_name_Karasu,county_name_Kocaali,county_name_Pamukova,county_name_Sapanca,county_name_Serdivan,heating_name_Kombi,heating_name_Yerden Isıtma,buildState_name_İkinci El,usage_name_Boş,usage_name_Kiracılı,usage_name_Mülk Sahibi,credit_name_Uygun Değil,barter_name_Yapılır,roomAndLivingRoom_1+1,roomAndLivingRoom_2+0,roomAndLivingRoom_2+1,roomAndLivingRoom_3+1,roomAndLivingRoom_4+1,roomAndLivingRoom_4+2,roomAndLivingRoom_5+1,roomAndLivingRoom_5+2,roomAndLivingRoom_6+1,roomAndLivingRoom_6+2,roomAndLivingRoom_Diğer
131928-434,0.14184209364932257,0.11764705882352941,0,0.07692307692307693,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.42424242424242425,0,0.0,0.15813953488372093,1.0,1,1,1,1,0.0,0.09090909090909091,0.53125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
80207-171,0.19803757153154744,0.23529411764705882,0,0.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.15151515151515152,0,0.16666666666666666,0.29767441860465116,0.2254974207811352,0,1,0,0,0.0,0.36363636363636365,0.38125000000000003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
117470-214,0.05828441973020286,0.11764705882352941,0,0.09230769230769231,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0.36363636363636365,0,0.33333333333333337,0.16930232558139535,0.1164333087693443,1,1,1,0,0.30000000000000004,0.1818181818181818,0.36875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
115668-2131,0.13183871015196316,0.23529411764705882,0,0.0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.15151515151515152,0,0.33333333333333337,0.2232558139534884,0.22402358142962445,0,1,1,1,0.56,0.2727272727272727,0.359375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122716-1092,0.04798681907115642,0.11764705882352941,1,0.07692307692307693,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.7575757575757576,1,0.33333333333333337,0.12465116279069768,0.07663964627855574,1,1,1,1,0.0,0.1818181818181818,0.26875000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
96784-747,0.4260558718390044,0.0,1,0.07692307692307693,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0.42424242424242425,0,0.16666666666666666,0.08372093023255814,1.0,0,0,0,0,0.0,0.09090909090909091,0.28125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
114945-1086,0.07740853523986053,0.11764705882352941,0,0.07692307692307693,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.21212121212121213,0,0.33333333333333337,0.13023255813953488,0.08548268238761986,0,1,1,0,0.0,0.1818181818181818,0.28125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145508-66,0.06637539167659649,0.11764705882352941,1,0.07692307692307693,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.36363636363636365,0,0.33333333333333337,0.1358139534883721,0.08548268238761986,1,1,1,1,0.0,0.1818181818181818,0.29375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131612-1786,0.13183871015196316,0.47058823529411764,0,0.0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0.696969696969697,0,0.33333333333333337,0.28837209302325584,0.2254974207811352,0,1,1,1,0.0,0.36363636363636365,0.36875,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
147708-224,0.05828441973020286,0.11764705882352941,0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.7575757575757576,0,0.33333333333333337,0.0930232558139535,0.045689019896831315,1,1,1,1,0.0,0.09090909090909091,0.3125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
97789-454,0.4554775880077085,0.23529411764705882,1,0.015384615384615385,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0.6363636363636364,0,0.33333333333333337,0.5116279069767442,0.4023581429624177,1,1,1,1,0.0,0.5454545454545454,0.46875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
74658-1794,0.0693175632934669,0.11764705882352941,1,0.07692307692307693,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.42424242424242425,0,0.33333333333333337,0.07441860465116279,0.039793662490788556,0,1,0,0,0.0,0.09090909090909091,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86969-840,0.07887962104829574,0.11764705882352941,0,0.16923076923076924,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0.6666666666666667,0,0.6666666666666666,0.21395348837209305,0.14443625644804736,0,1,1,1,0.0,0.2727272727272727,0.34375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
148848-40,0.059755505538638065,0.11764705882352941,0,0.18461538461538463,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.5151515151515151,0,0.33333333333333337,0.12093023255813953,0.070744288872513,0,0,1,0,0.24000000000000002,0.1818181818181818,0.2604166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
144903-111,0.08032128514056225,0.11764705882352941,1,0.06153846153846154,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.36363636363636365,0,0.33333333333333337,0.11906976744186049,0.06337509211495955,0,1,0,0,0.30000000000000004,0.1818181818181818,0.25625000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125745-1480,0.07593744943142533,0.11764705882352941,1,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0.5757575757575758,0,0.33333333333333337,0.14883720930232558,0.09285187914517332,1,1,1,1,0.0,0.1818181818181818,0.3229166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
76340-18885,0.13183871015196316,0.23529411764705882,1,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.33333333333333337,0.2697674418604651,0.1960206337509214,1,1,1,1,0.0,0.2727272727272727,0.4375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
133234-146,0.3525015814172441,0.23529411764705882,0,0.46153846153846156,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.15151515151515152,0,0.5,0.2697674418604651,0.21075902726602827,0,1,1,0,0.0,0.9090909090909091,0.13920454545454547,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153064-81,0.18185562763876018,0.23529411764705882,0,0.0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.30303030303030304,1,0.33333333333333337,0.25116279069767444,0.18128224023581455,0,1,0,1,0.0,0.2727272727272727,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130421-2585,0.07152419200611972,0.11764705882352941,0,0.3230769230769231,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.33333333333333337,0,0.5,0.17674418604651163,0.12969786293294047,1,1,0,0,0.0,0.2727272727272727,0.28125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
154348-87,0.1171278520676111,0.23529411764705882,0,0.046153846153846156,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0.4545454545454546,0,0.33333333333333337,0.2418604651162791,0.18128224023581455,1,0,0,0,0.0,0.2727272727272727,0.390625,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
84727-1780,0.08035070685673094,0.11764705882352941,0,0.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.48484848484848486,1,0.16666666666666666,0.12093023255813953,0.07811348563006643,0,0,1,1,0.0,0.1818181818181818,0.2604166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80207-140,0.08329287847360137,0.11764705882352941,0,0.015384615384615385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303030303030304,0,0.0,0.12093023255813953,0.070744288872513,0,1,0,0,0.0,0.09090909090909091,0.40625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
131612-1785,0.15390499727849127,0.3529411764705882,0,0.0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0.696969696969697,0,0.33333333333333337,0.28837209302325584,0.2254974207811352,1,0,0,1,0.0,0.36363636363636365,0.36875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18262-864,0.05828441973020286,0.11764705882352941,0,0.18461538461538463,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.24242424242424243,0,0.33333333333333337,0.12093023255813953,0.07811348563006643,1,0,0,1,0.28,0.1818181818181818,0.2604166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24948-2051,0.06122659134707327,0.11764705882352941,0,0.23076923076923078,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.24242424242424243,0,0.33333333333333337,0.14883720930232558,0.09285187914517332,0,0,0,1,0.0,0.2727272727272727,0.234375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147708-223,0.05195875075393147,0.11764705882352941,1,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0.7878787878787878,0,0.16666666666666666,0.0930232558139535,0.045689019896831315,1,1,1,1,0.0,0.09090909090909091,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86969-836,0.06416876296394368,0.11764705882352941,0,0.3076923076923077,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.6363636363636364,0,0.33333333333333337,0.18604651162790697,0.12232866617538704,0,0,0,0,0.24000000000000002,0.2727272727272727,0.296875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74658-1792,0.24952557482677967,0.11764705882352941,1,0.38461538461538464,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0.5151515151515151,0,0.33333333333333337,0.21395348837209305,0.1518054532056008,0,0,1,1,0.0,0.2727272727272727,0.34375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125745-1476,0.056813333921767656,0.11764705882352941,1,0.07692307692307693,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5454545454545454,0,0.33333333333333337,0.14883720930232558,0.09285187914517332,1,1,1,1,0.0,0.1818181818181818,0.3229166666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
134880-919,0.03327596098680436,0.11764705882352941,0,0.26153846153846155,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.33333333333333337,0,0.5,0.1116279069767442,0.070744288872513,1,1,1,1,0.2,0.1818181818181818,0.23958333333333337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31955-839,0.12448328110978714,0.23529411764705882,0,0.09230769230769231,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0.48484848484848486,0,0.33333333333333337,0.2418604651162791,0.18865143699336798,0,0,0,0,0.0,0.2727272727272727,0.390625,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96083-791,0.095061564941083,0.23529411764705882,0,0.4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15151515151515152,0,0.5,0.23255813953488375,0.16654384672070766,0,1,1,0,0.0,0.2727272727272727,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
146448-82,0.15096282566162086,0.11764705882352941,1,0.1076923076923077,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.33333333333333337,0.21395348837209305,0.15917464996315422,0,0,0,0,0.0,0.2727272727272727,0.34375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
145313-57,0.06416876296394368,0.11764705882352941,0,0.14188034188034188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.33333333333333337,0.14883720930232558,0.10759027266028018,0,0,0,0,0.0,0.1818181818181818,0.3229166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0-44237399,0.27159186195330776,0.3529411764705882,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.33333333333333337,0.4186046511627908,0.32866617538688325,0,0,1,0,0.0,0.36363636363636365,0.5437500000000001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0-44229896,0.07373082071877252,0.11764705882352941,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.33333333333333337,0.1116279069767442,0.05895357406042749,0,0,0,0,0.0,0.09090909090909091,0.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144774-72,0.4554775880077085,0.23529411764705882,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.24242424242424243,0,0.16666666666666666,0.586046511627907,0.5792188651437001,0,1,1,0,0.0,0.36363636363636365,0.76875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153819-3,0.1906821424893714,0.23529411764705882,1,0.07692307692307693,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0.42424242424242425,0,0.33333333333333337,0.32558139534883723,0.25497420781134894,0,1,1,1,0.0,0.4545454545454545,0.34375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
146670-39,0.2348147167424276,0.23529411764705882,1,0.07692307692307693,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.21212121212121213,0,0.33333333333333337,0.4186046511627908,0.42446573323507797,1,0,1,1,0.0,0.4545454545454545,0.44791666666666674,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0-44142404,0.05460670520911484,0.11764705882352941,0,0.07692307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.2727272727272727,0,0.33333333333333337,0.13953488372093023,0.08548268238761986,0,1,0,0,0.24000000000000002,0.1818181818181818,0.30208333333333337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0-44114738,0.25246774644365005,0.11764705882352941,0,0.26153846153846155,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.21212121212121213,0,0.5,0.4,0.3139277818717764,0,0,0,0,0.0,0.7272727272727273,0.2743055555555556,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
152668-10,0.05769598540682878,0.11764705882352941,0,0.18461538461538463,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.33333333333333337,0.13023255813953488,0.08990420044215192,0,0,0,0,0.0,0.1818181818181818,0.28125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
125605-84,0.06563984877237888,0.11764705882352941,0,0.46153846153846156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.6666666666666666,0.29767441860465116,0.2181282240235817,0,0,0,0,0.0,0.2727272727272727,0.484375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76340-18883,0.11124350883387028,0.3529411764705882,1,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.33333333333333337,0.32558139534883723,0.25497420781134894,1,1,1,1,0.0,0.2727272727272727,0.53125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
153064-82,0.08035070685673094,0.11764705882352941,0,0.0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.2727272727272727,1,0.33333333333333337,0.10232558139534885,0.070744288872513,1,1,1,1,0.0,0.1818181818181818,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130421-2584,0.0921193933242126,0.11764705882352941,0,0.07692307692307693,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.36363636363636365,0,0.33333333333333337,0.1544186046511628,0.10759027266028018,1,1,0,1,0.0,0.1818181818181818,0.3354166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
154348-83,0.12301219530135192,0.23529411764705882,0,0.046153846153846156,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0.42424242424242425,0,0.33333333333333337,0.2418604651162791,0.18128224023581455,1,0,0,0,0.0,0.2727272727272727,0.390625,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
84727-1183,0.08329287847360137,0.11764705882352941,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0.4545454545454546,1,0.33333333333333337,0.12093023255813953,0.07811348563006643,0,0,1,1,0.0,0.1818181818181818,0.2604166666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116468-158,0.5099077629198111,0.3529411764705882,0,0.15384615384615385,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0.33333333333333337,0,0.33333333333333337,0.4,0.32866617538688325,1,1,1,1,0.0,0.36363636363636365,0.51875,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
